id,workspace_slug,category,title,our_need,example_response,expected_document,status
12ae3eab-9a3f-4ce3-8f53-cd189f14c4a6,jondo,Shipping Management,Carrier list and restrictions,"What we need
Please provide all carriers used, supported countries, factory availability and known restrictions.

Why this matters
Carrier restrictions affect ETA, delivery exceptions and customer communication.

Example / expected format
DHL: US/EU, no PO boxes. UPS: US only. Local carrier: Canada, no weekend delivery.","DHL: US/EU, no PO boxes. UPS: US only. Local carrier: Canada, no weekend delivery.",Attach supporting document or sample if available.,Waiting Supplier
ea2cad4d-5ea6-4c4b-9eb0-903c9e9256d5,shineon,Shipping Management,Carrier list and restrictions,"What we need
Please provide all carriers used, supported countries, factory availability and known restrictions.

Why this matters
Carrier restrictions affect ETA, delivery exceptions and customer communication.

Example / expected format
DHL: US/EU, no PO boxes. UPS: US only. Local carrier: Canada, no weekend delivery.","DHL: US/EU, no PO boxes. UPS: US only. Local carrier: Canada, no weekend delivery.",Attach supporting document or sample if available.,Waiting Supplier
b9f6edb9-09a6-476f-ae68-40c5afe3bf81,jondo,Tracking & Shipment Visibility,Live tracking data access,"What we need
Please explain how we can access live shipment tracking data for every shipment: tracking number, carrier, method, status and ETA. API, feed or dashboard is preferred.

Why this matters
Tracking visibility is critical for proactive customer service and delivery-risk management.

Example / expected format
API endpoint or daily feed with order ID, tracking number, carrier, status, last scan, ETA and delivery exception.","API endpoint or daily feed with order ID, tracking number, carrier, status, last scan, ETA and delivery exception.",Attach supporting document or sample if available.,Waiting Supplier
e0a0eddc-d526-40fb-9fb9-093e35e4d32e,shineon,Tracking & Shipment Visibility,Live tracking data access,"What we need
Please explain how we can access live shipment tracking data for every shipment: tracking number, carrier, method, status and ETA. API, feed or dashboard is preferred.

Why this matters
Tracking visibility is critical for proactive customer service and delivery-risk management.

Example / expected format
API endpoint or daily feed with order ID, tracking number, carrier, status, last scan, ETA and delivery exception.","API endpoint or daily feed with order ID, tracking number, carrier, status, last scan, ETA and delivery exception.",Attach supporting document or sample if available.,Waiting Supplier
a4cac96a-b471-47a3-966e-aa5783e19df9,jondo,Tracking & Shipment Visibility,Shipping incident alerts,"What we need
Please confirm how you will proactively alert us of shipping incidents that may put ETA at risk: weather, carrier delay, strike, hub backlog, customs issue or depot delay.

Why this matters
We need early warnings before customers contact us.

Example / expected format
Incident alert sent by email within 2 hours: affected orders, carrier, reason, expected impact, recovery plan.","Incident alert sent by email within 2 hours: affected orders, carrier, reason, expected impact, recovery plan.",Attach supporting document or sample if available.,Waiting Supplier
ef11f7e7-ea51-49f7-ad5b-8aa986e3a4bc,shineon,Tracking & Shipment Visibility,Shipping incident alerts,"What we need
Please confirm how you will proactively alert us of shipping incidents that may put ETA at risk: weather, carrier delay, strike, hub backlog, customs issue or depot delay.

Why this matters
We need early warnings before customers contact us.

Example / expected format
Incident alert sent by email within 2 hours: affected orders, carrier, reason, expected impact, recovery plan.","Incident alert sent by email within 2 hours: affected orders, carrier, reason, expected impact, recovery plan.",Attach supporting document or sample if available.,Waiting Supplier
344185df-a6da-404f-b68a-14d29701efbe,jondo,Tracking & Shipment Visibility,Delivery exceptions process,"What we need
Please provide the process for impossible delivery, wrong address, return to sender, lost package, business closed, customer unavailable and other exceptions.

Why this matters
Delivery exceptions need clear ownership and action to avoid unresolved customer cases.

Example / expected format
Exception detected → affected order list sent → action required from customer/Tenengroup → supplier/carrier next action confirmed.",Exception detected → affected order list sent → action required from customer/Tenengroup → supplier/carrier next action confirmed.,Attach supporting document or sample if available.,Waiting Supplier
cabc788b-6293-4135-89ad-2eba81d4d356,shineon,Tracking & Shipment Visibility,Delivery exceptions process,"What we need
Please provide the process for impossible delivery, wrong address, return to sender, lost package, business closed, customer unavailable and other exceptions.

Why this matters
Delivery exceptions need clear ownership and action to avoid unresolved customer cases.

Example / expected format
Exception detected → affected order list sent → action required from customer/Tenengroup → supplier/carrier next action confirmed.",Exception detected → affected order list sent → action required from customer/Tenengroup → supplier/carrier next action confirmed.,Attach supporting document or sample if available.,Waiting Supplier
3a7132ef-a483-4f7a-a7cd-aa55c9a82a1c,jondo,Tracking & Shipment Visibility,ETA miss and shipping compensation process,"What we need
Please define the compensation process when an order is not delivered within ETA and the delay is not caused by the customer.

Why this matters
When delivery promises are missed, we need clear compensation rules and invoice handling.

Example / expected format
Delivered after ETA due to carrier issue → shipping fee credited/refunded → carrier claim opened where applicable.",Delivered after ETA due to carrier issue → shipping fee credited/refunded → carrier claim opened where applicable.,Attach supporting document or sample if available.,Waiting Supplier
93a0cf59-0c3c-4b50-9998-7ec9d48dd6a4,shineon,Tracking & Shipment Visibility,ETA miss and shipping compensation process,"What we need
Please define the compensation process when an order is not delivered within ETA and the delay is not caused by the customer.

Why this matters
When delivery promises are missed, we need clear compensation rules and invoice handling.

Example / expected format
Delivered after ETA due to carrier issue → shipping fee credited/refunded → carrier claim opened where applicable.",Delivered after ETA due to carrier issue → shipping fee credited/refunded → carrier claim opened where applicable.,Attach supporting document or sample if available.,Waiting Supplier
5377cb71-5119-4fcd-85e7-d283ca3f91d6,jondo,"Returns, Refunds & Warranty",Return eligibility rules,"What we need
Please confirm return eligibility rules for personalized and non-personalized products, aligned with the relevant brand policy.

Why this matters
Supplier rules must match the customer-facing policy to avoid disputes.

Example / expected format
Personalized: exchange/store credit only unless defective. Non-personalized: return accepted within agreed timeframe if unworn/unused.",Personalized: exchange/store credit only unless defective. Non-personalized: return accepted within agreed timeframe if unworn/unused.,Attach supporting document or sample if available.,Waiting Supplier
3577af93-9065-4388-96b9-3d4cabf20107,shineon,"Returns, Refunds & Warranty",Return eligibility rules,"What we need
Please confirm return eligibility rules for personalized and non-personalized products, aligned with the relevant brand policy.

Why this matters
Supplier rules must match the customer-facing policy to avoid disputes.

Example / expected format
Personalized: exchange/store credit only unless defective. Non-personalized: return accepted within agreed timeframe if unworn/unused.",Personalized: exchange/store credit only unless defective. Non-personalized: return accepted within agreed timeframe if unworn/unused.,Attach supporting document or sample if available.,Waiting Supplier
535f03e6-5bf7-4e37-92a3-91056712336c,jondo,"Returns, Refunds & Warranty",Damaged item claim process,"What we need
Please provide the damaged/defective item claim process: required evidence, timeframe, approval flow, reorder/refund eligibility and supplier responsibility.

Why this matters
Damaged claims must be handled quickly and consistently.

Example / expected format
Required: order ID, photos of item on all sides, photos of outer packaging and shipping label. Review within 48 hours.","Required: order ID, photos of item on all sides, photos of outer packaging and shipping label. Review within 48 hours.",Attach supporting document or sample if available.,Waiting Supplier
7214b934-1da9-4657-bf9a-b0f4b2184649,shineon,"Returns, Refunds & Warranty",Damaged item claim process,"What we need
Please provide the damaged/defective item claim process: required evidence, timeframe, approval flow, reorder/refund eligibility and supplier responsibility.

Why this matters
Damaged claims must be handled quickly and consistently.

Example / expected format
Required: order ID, photos of item on all sides, photos of outer packaging and shipping label. Review within 48 hours.","Required: order ID, photos of item on all sides, photos of outer packaging and shipping label. Review within 48 hours.",Attach supporting document or sample if available.,Waiting Supplier
2db60e30-2ad2-4029-9542-b55c8b19cd18,jondo,"Returns, Refunds & Warranty",Wrong item or missing item process,"What we need
Please provide the process for wrong item, missing item or production mistake: evidence required, replacement timing, refund/reorder rule and supplier responsibility.

Why this matters
Customers expect fast correction when the wrong or incomplete order is received.

Example / expected format
Customer sends order ID + photo of item received → supplier confirms mistake → replacement shipped with priority method.",Customer sends order ID + photo of item received → supplier confirms mistake → replacement shipped with priority method.,Attach supporting document or sample if available.,Waiting Supplier
395900e5-ecb0-4524-a09d-42729da66d50,shineon,"Returns, Refunds & Warranty",Wrong item or missing item process,"What we need
Please provide the process for wrong item, missing item or production mistake: evidence required, replacement timing, refund/reorder rule and supplier responsibility.

Why this matters
Customers expect fast correction when the wrong or incomplete order is received.

Example / expected format
Customer sends order ID + photo of item received → supplier confirms mistake → replacement shipped with priority method.",Customer sends order ID + photo of item received → supplier confirms mistake → replacement shipped with priority method.,Attach supporting document or sample if available.,Waiting Supplier
8f2f2c11-e988-42af-bf5e-c1a311e5d973,jondo,"Returns, Refunds & Warranty","Refund, reorder and store credit process","What we need
Please define refund, reorder, exchange and store credit process, including timelines and who pays in each scenario.

Why this matters
Finance and customer service need clear rules to avoid inconsistent decisions.

Example / expected format
Defective item: free reorder or full refund. Customer preference issue on personalized item: store credit only. Processing time: X days.",Defective item: free reorder or full refund. Customer preference issue on personalized item: store credit only. Processing time: X days.,Attach supporting document or sample if available.,Waiting Supplier
315e419d-36ce-4b3f-910a-1245377ce504,shineon,"Returns, Refunds & Warranty","Refund, reorder and store credit process","What we need
Please define refund, reorder, exchange and store credit process, including timelines and who pays in each scenario.

Why this matters
Finance and customer service need clear rules to avoid inconsistent decisions.

Example / expected format
Defective item: free reorder or full refund. Customer preference issue on personalized item: store credit only. Processing time: X days.",Defective item: free reorder or full refund. Customer preference issue on personalized item: store credit only. Processing time: X days.,Attach supporting document or sample if available.,Waiting Supplier
4371aba7-274e-4e52-ad17-7583237fa61b,jondo,"Order Changes, Cancellations & Customer Requests",Cancellation window,"What we need
Please confirm the cancellation window after order placement and the exact cutoff after which cancellation is no longer possible.

Why this matters
Customer service needs a clear answer when customers request cancellation.

Example / expected format
Cancellation allowed within 2 hours after order placement and only before shipment/production lock.",Cancellation allowed within 2 hours after order placement and only before shipment/production lock.,Attach supporting document or sample if available.,Waiting Supplier
1c73d12f-e637-4c52-a7fb-158a3e56baf8,shineon,"Order Changes, Cancellations & Customer Requests",Cancellation window,"What we need
Please confirm the cancellation window after order placement and the exact cutoff after which cancellation is no longer possible.

Why this matters
Customer service needs a clear answer when customers request cancellation.

Example / expected format
Cancellation allowed within 2 hours after order placement and only before shipment/production lock.",Cancellation allowed within 2 hours after order placement and only before shipment/production lock.,Attach supporting document or sample if available.,Waiting Supplier
5f046d25-3acb-4ed0-9b51-ce150caffa64,jondo,"Order Changes, Cancellations & Customer Requests",Address change window,"What we need
Please confirm the address change window and the process to submit an address change.

Why this matters
Address errors create failed deliveries, returns and customer dissatisfaction.

Example / expected format
Address change allowed within 12 hours. Required fields: street, apartment, city, country, postcode. Submit via email/API.","Address change allowed within 12 hours. Required fields: street, apartment, city, country, postcode. Submit via email/API.",Attach supporting document or sample if available.,Waiting Supplier
05cc48d1-fa30-43e4-8d2b-822f4cb36e6b,shineon,"Order Changes, Cancellations & Customer Requests",Address change window,"What we need
Please confirm the address change window and the process to submit an address change.

Why this matters
Address errors create failed deliveries, returns and customer dissatisfaction.

Example / expected format
Address change allowed within 12 hours. Required fields: street, apartment, city, country, postcode. Submit via email/API.","Address change allowed within 12 hours. Required fields: street, apartment, city, country, postcode. Submit via email/API.",Attach supporting document or sample if available.,Waiting Supplier
9a80a417-e67b-406d-949d-835308f07bba,jondo,"Order Changes, Cancellations & Customer Requests",Shipping method upgrade process,"What we need
Please confirm when and how shipping method upgrades can be requested, including cutoff time, cost and operational limitations.

Why this matters
Shipping upgrades are an important recovery tool for late orders and event deadlines.

Example / expected format
Upgrade request before shipping label creation. Cost difference charged unless upgrade is due to supplier delay.",Upgrade request before shipping label creation. Cost difference charged unless upgrade is due to supplier delay.,Attach supporting document or sample if available.,Waiting Supplier
bc4d3889-5c19-43f5-86f3-fe8787e653e2,shineon,"Order Changes, Cancellations & Customer Requests",Shipping method upgrade process,"What we need
Please confirm when and how shipping method upgrades can be requested, including cutoff time, cost and operational limitations.

Why this matters
Shipping upgrades are an important recovery tool for late orders and event deadlines.

Example / expected format
Upgrade request before shipping label creation. Cost difference charged unless upgrade is due to supplier delay.",Upgrade request before shipping label creation. Cost difference charged unless upgrade is due to supplier delay.,Attach supporting document or sample if available.,Waiting Supplier
d0fc777c-6342-4a3c-b458-043f408e66fd,jondo,"Order Changes, Cancellations & Customer Requests",Production cutoff rules,"What we need
Please provide production cutoff rules for cancellation, address change, shipping upgrade and product modification.

Why this matters
We need to know exactly when an order becomes locked and cannot be changed.

Example / expected format
Order placed 10:00 → cancellation cutoff 12:00 → address cutoff 22:00 → production locked after artwork validation.",Order placed 10:00 → cancellation cutoff 12:00 → address cutoff 22:00 → production locked after artwork validation.,Attach supporting document or sample if available.,Waiting Supplier
8bbbb253-1a85-40c0-bf1e-2a89cb146fcf,shineon,"Order Changes, Cancellations & Customer Requests",Production cutoff rules,"What we need
Please provide production cutoff rules for cancellation, address change, shipping upgrade and product modification.

Why this matters
We need to know exactly when an order becomes locked and cannot be changed.

Example / expected format
Order placed 10:00 → cancellation cutoff 12:00 → address cutoff 22:00 → production locked after artwork validation.",Order placed 10:00 → cancellation cutoff 12:00 → address cutoff 22:00 → production locked after artwork validation.,Attach supporting document or sample if available.,Waiting Supplier
924acdb0-947c-47fd-9050-870f7da23cd0,jondo,Customer Service,Supplier support channels,"What we need
Please provide the official support channels for daily supplier communication and operational issues.

Why this matters
We are your customer and need a clear support process.

Example / expected format
Daily requests: email address. Urgent issues: WhatsApp/Slack. Technical issues: ticket portal. Finance: dedicated email.",Daily requests: email address. Urgent issues: WhatsApp/Slack. Technical issues: ticket portal. Finance: dedicated email.,Attach supporting document or sample if available.,Waiting Supplier
3386e63a-497a-42e8-bee8-138214f0f8b5,shineon,Customer Service,Supplier support channels,"What we need
Please provide the official support channels for daily supplier communication and operational issues.

Why this matters
We are your customer and need a clear support process.

Example / expected format
Daily requests: email address. Urgent issues: WhatsApp/Slack. Technical issues: ticket portal. Finance: dedicated email.",Daily requests: email address. Urgent issues: WhatsApp/Slack. Technical issues: ticket portal. Finance: dedicated email.,Attach supporting document or sample if available.,Waiting Supplier
6019e808-0751-4737-9ac8-2d503611041c,jondo,Customer Service,Supplier support SLA,"What we need
Please provide response SLA for standard requests, urgent production issues, shipping incidents, technical issues and peak season.

Why this matters
Response time must match customer-impact severity.

Example / expected format
Standard: 24h. Urgent production/shipping: 2h. Peak season critical incident: 1h. Technical outage: 1h.",Standard: 24h. Urgent production/shipping: 2h. Peak season critical incident: 1h. Technical outage: 1h.,Attach supporting document or sample if available.,Waiting Supplier
9dcf27bf-c118-41e7-ab58-646c1eb02ffd,shineon,Customer Service,Supplier support SLA,"What we need
Please provide response SLA for standard requests, urgent production issues, shipping incidents, technical issues and peak season.

Why this matters
Response time must match customer-impact severity.

Example / expected format
Standard: 24h. Urgent production/shipping: 2h. Peak season critical incident: 1h. Technical outage: 1h.",Standard: 24h. Urgent production/shipping: 2h. Peak season critical incident: 1h. Technical outage: 1h.,Attach supporting document or sample if available.,Waiting Supplier
38b580f1-50cb-43c7-944c-9bd6f5b08151,jondo,Customer Service,Escalation process,"What we need
Please provide escalation levels, contacts, timing and what qualifies as urgent.

Why this matters
Clear escalation prevents unresolved operational issues.

Example / expected format
Level 1 after SLA breach. Level 2 after 4 hours unresolved. Level 3 executive escalation after 24 hours or critical event risk.",Level 1 after SLA breach. Level 2 after 4 hours unresolved. Level 3 executive escalation after 24 hours or critical event risk.,Attach supporting document or sample if available.,Waiting Supplier
45fe2631-0c88-4871-8ff6-d5fef212fca0,shineon,Customer Service,Escalation process,"What we need
Please provide escalation levels, contacts, timing and what qualifies as urgent.

Why this matters
Clear escalation prevents unresolved operational issues.

Example / expected format
Level 1 after SLA breach. Level 2 after 4 hours unresolved. Level 3 executive escalation after 24 hours or critical event risk.",Level 1 after SLA breach. Level 2 after 4 hours unresolved. Level 3 executive escalation after 24 hours or critical event risk.,Attach supporting document or sample if available.,Waiting Supplier
20c1dfd2-1410-41da-a0e2-ecf7aab60366,jondo,Service Level Agreements,Production SLA,"What we need
Please confirm production SLA and how breaches are tracked, reported and compensated.

Why this matters
Production SLA is the baseline for late supplier monitoring.

Example / expected format
Production SLA: 2 business days. Breach report sent daily. Breach recovery: upgraded shipping at supplier cost.",Production SLA: 2 business days. Breach report sent daily. Breach recovery: upgraded shipping at supplier cost.,Attach supporting document or sample if available.,Waiting Supplier
e90eba2b-160e-4458-86c5-1e017c62f279,shineon,Service Level Agreements,Production SLA,"What we need
Please confirm production SLA and how breaches are tracked, reported and compensated.

Why this matters
Production SLA is the baseline for late supplier monitoring.

Example / expected format
Production SLA: 2 business days. Breach report sent daily. Breach recovery: upgraded shipping at supplier cost.",Production SLA: 2 business days. Breach report sent daily. Breach recovery: upgraded shipping at supplier cost.,Attach supporting document or sample if available.,Waiting Supplier
4ff9bec5-ce8a-46dd-a662-a9fbbb4c0c67,jondo,Service Level Agreements,Shipping SLA,"What we need
Please confirm shipping SLA by method and country, including ETA calculation and carrier responsibility.

Why this matters
Shipping SLA determines customer promise and compensation rules.

Example / expected format
Standard US: 5-7 business days from ship date. Express US: 1-3 business days. ETA excludes customer address issues.",Standard US: 5-7 business days from ship date. Express US: 1-3 business days. ETA excludes customer address issues.,Attach supporting document or sample if available.,Waiting Supplier
8cf47002-8054-4ba5-8253-0fd27c4d67be,shineon,Service Level Agreements,Shipping SLA,"What we need
Please confirm shipping SLA by method and country, including ETA calculation and carrier responsibility.

Why this matters
Shipping SLA determines customer promise and compensation rules.

Example / expected format
Standard US: 5-7 business days from ship date. Express US: 1-3 business days. ETA excludes customer address issues.",Standard US: 5-7 business days from ship date. Express US: 1-3 business days. ETA excludes customer address issues.,Attach supporting document or sample if available.,Waiting Supplier
e1c54f40-c0e5-41bc-927b-2646a25a0ef3,jondo,Service Level Agreements,Support and escalation SLA,"What we need
Please confirm support and escalation SLA for daily operations and urgent incidents.

Why this matters
Operational support must be measurable and consistent.

Example / expected format
Urgent incident: initial response within 2 hours, update every 4 hours until resolved.","Urgent incident: initial response within 2 hours, update every 4 hours until resolved.",Attach supporting document or sample if available.,Waiting Supplier
db77c265-1b1d-40f4-98e5-bde5c1c187fa,shineon,Service Level Agreements,Support and escalation SLA,"What we need
Please confirm support and escalation SLA for daily operations and urgent incidents.

Why this matters
Operational support must be measurable and consistent.

Example / expected format
Urgent incident: initial response within 2 hours, update every 4 hours until resolved.","Urgent incident: initial response within 2 hours, update every 4 hours until resolved.",Attach supporting document or sample if available.,Waiting Supplier
6ae5c789-6d89-4371-951f-00ab099c1b22,jondo,Service Level Agreements,SLA breach compensation,"What we need
Please define compensation rules when SLA is breached: shipping upgrade, shipping refund, free order, credit note or other agreed compensation.

Why this matters
When commitments are missed, compensation must be automatic and invoice-ready.

Example / expected format
Production late 2+ days: express upgrade. Missed final event cutoff: free order + urgent method. ETA miss: shipping credit.",Production late 2+ days: express upgrade. Missed final event cutoff: free order + urgent method. ETA miss: shipping credit.,Attach supporting document or sample if available.,Waiting Supplier
eb47c7ce-2396-4a79-bc08-6d9dd76be738,shineon,Service Level Agreements,SLA breach compensation,"What we need
Please define compensation rules when SLA is breached: shipping upgrade, shipping refund, free order, credit note or other agreed compensation.

Why this matters
When commitments are missed, compensation must be automatic and invoice-ready.

Example / expected format
Production late 2+ days: express upgrade. Missed final event cutoff: free order + urgent method. ETA miss: shipping credit.",Production late 2+ days: express upgrade. Missed final event cutoff: free order + urgent method. ETA miss: shipping credit.,Attach supporting document or sample if available.,Waiting Supplier
11af0aa7-e93d-4ffa-ac65-ff8c6747071d,jondo,Integrations & Technology,API documentation,"What we need
Please provide available APIs, documentation, endpoints, environments and limitations.

Why this matters
APIs reduce manual work and improve tracking, reporting and order visibility.

Example / expected format
Order API, product API, tracking API, authentication, rate limits, sample request/response, error codes.","Order API, product API, tracking API, authentication, rate limits, sample request/response, error codes.",Attach supporting document or sample if available.,Waiting Supplier
020789ba-ea85-432a-843a-3ca47a7aa93a,shineon,Integrations & Technology,API documentation,"What we need
Please provide available APIs, documentation, endpoints, environments and limitations.

Why this matters
APIs reduce manual work and improve tracking, reporting and order visibility.

Example / expected format
Order API, product API, tracking API, authentication, rate limits, sample request/response, error codes.","Order API, product API, tracking API, authentication, rate limits, sample request/response, error codes.",Attach supporting document or sample if available.,Waiting Supplier
facd5f62-1b26-4368-97e4-a09fea32245e,jondo,Integrations & Technology,Webhook support,"What we need
Please confirm webhook support for order status, production status, tracking, cancellation and exceptions.

Why this matters
Webhooks allow us to react in real time to changes and customer-impacting issues.

Example / expected format
Webhook events: order_received, in_production, shipped, tracking_updated, delivery_exception, cancelled.","Webhook events: order_received, in_production, shipped, tracking_updated, delivery_exception, cancelled.",Attach supporting document or sample if available.,Waiting Supplier
d04e2e2f-d806-46a9-9ee1-fc4ebc894bdb,shineon,Integrations & Technology,Webhook support,"What we need
Please confirm webhook support for order status, production status, tracking, cancellation and exceptions.

Why this matters
Webhooks allow us to react in real time to changes and customer-impacting issues.

Example / expected format
Webhook events: order_received, in_production, shipped, tracking_updated, delivery_exception, cancelled.","Webhook events: order_received, in_production, shipped, tracking_updated, delivery_exception, cancelled.",Attach supporting document or sample if available.,Waiting Supplier
cf052ef5-16d5-423a-9757-dc101cead8c5,jondo,Integrations & Technology,Authentication and sandbox access,"What we need
Please provide authentication method, sandbox access and technical requirements.

Why this matters
We need a secure testing environment before launch.

Example / expected format
OAuth/API key, sandbox URL, test credentials, IP restrictions, rate limits and support contact.","OAuth/API key, sandbox URL, test credentials, IP restrictions, rate limits and support contact.",Attach supporting document or sample if available.,Waiting Supplier
1ad565df-a459-4f22-95ad-4d17c1ffe2f7,shineon,Integrations & Technology,Authentication and sandbox access,"What we need
Please provide authentication method, sandbox access and technical requirements.

Why this matters
We need a secure testing environment before launch.

Example / expected format
OAuth/API key, sandbox URL, test credentials, IP restrictions, rate limits and support contact.","OAuth/API key, sandbox URL, test credentials, IP restrictions, rate limits and support contact.",Attach supporting document or sample if available.,Waiting Supplier
0d8436b0-d654-400f-b4df-6270627d06da,jondo,Integrations & Technology,Technical contacts,"What we need
Please provide technical owner, backup contact and escalation path.

Why this matters
Technical issues need a clear owner to avoid launch or integration delays.

Example / expected format
Primary tech contact, backup contact, escalation manager, working hours, emergency contact.","Primary tech contact, backup contact, escalation manager, working hours, emergency contact.",Attach supporting document or sample if available.,Waiting Supplier
59ab9dbb-cac0-4306-bf82-89170fd097ab,shineon,Integrations & Technology,Technical contacts,"What we need
Please provide technical owner, backup contact and escalation path.

Why this matters
Technical issues need a clear owner to avoid launch or integration delays.

Example / expected format
Primary tech contact, backup contact, escalation manager, working hours, emergency contact.","Primary tech contact, backup contact, escalation manager, working hours, emergency contact.",Attach supporting document or sample if available.,Waiting Supplier
3bc5b1bf-c72b-4b9d-b898-d35ee241f21b,jondo,Reporting & Business Intelligence,Available operational reports,"What we need
Please list available reports for production, late orders, shipped orders, tracking, delivery performance, returns, defects, compensation and finance.

Why this matters
Reporting is required to monitor daily operations and supplier performance.

Example / expected format
Reports available: daily late order report, shipped order report, tracking exceptions, defects, compensation, invoice reconciliation.","Reports available: daily late order report, shipped order report, tracking exceptions, defects, compensation, invoice reconciliation.",Attach supporting document or sample if available.,Waiting Supplier
d9bacdff-1683-4033-8ffd-2a16916b8c41,shineon,Reporting & Business Intelligence,Available operational reports,"What we need
Please list available reports for production, late orders, shipped orders, tracking, delivery performance, returns, defects, compensation and finance.

Why this matters
Reporting is required to monitor daily operations and supplier performance.

Example / expected format
Reports available: daily late order report, shipped order report, tracking exceptions, defects, compensation, invoice reconciliation.","Reports available: daily late order report, shipped order report, tracking exceptions, defects, compensation, invoice reconciliation.",Attach supporting document or sample if available.,Waiting Supplier
eac68004-5129-4438-94b1-f798ad7b9c48,jondo,Reporting & Business Intelligence,Daily reporting automation,"What we need
Please confirm which reports can be automated daily and how they will be delivered. Late orders and orders at risk are priority.

Why this matters
Manual reporting creates gaps. Daily automation is required for operational control.

Example / expected format
Daily email at 09:00 with CSV attachment, or dashboard access with export option.","Daily email at 09:00 with CSV attachment, or dashboard access with export option.",Attach supporting document or sample if available.,Waiting Supplier
3ad0c844-b230-44ad-995b-371c2189e4cb,shineon,Reporting & Business Intelligence,Daily reporting automation,"What we need
Please confirm which reports can be automated daily and how they will be delivered. Late orders and orders at risk are priority.

Why this matters
Manual reporting creates gaps. Daily automation is required for operational control.

Example / expected format
Daily email at 09:00 with CSV attachment, or dashboard access with export option.","Daily email at 09:00 with CSV attachment, or dashboard access with export option.",Attach supporting document or sample if available.,Waiting Supplier
2f5aa4c9-a152-44bb-9c10-9cec165684d4,jondo,Reporting & Business Intelligence,KPI definitions and export format,"What we need
Please define KPI calculations and export format for production SLA, late supplier, tracking, delivery ETA, returns, defects and compensation.

Why this matters
Both teams must use the same KPI definitions to avoid disputes.

Example / expected format
Late supplier % = orders shipped after SLA / total shipped orders. Export: CSV with order-level detail.",Late supplier % = orders shipped after SLA / total shipped orders. Export: CSV with order-level detail.,Attach supporting document or sample if available.,Waiting Supplier
8ce2c3fb-9417-451a-8400-716dbb2b083f,shineon,Reporting & Business Intelligence,KPI definitions and export format,"What we need
Please define KPI calculations and export format for production SLA, late supplier, tracking, delivery ETA, returns, defects and compensation.

Why this matters
Both teams must use the same KPI definitions to avoid disputes.

Example / expected format
Late supplier % = orders shipped after SLA / total shipped orders. Export: CSV with order-level detail.",Late supplier % = orders shipped after SLA / total shipped orders. Export: CSV with order-level detail.,Attach supporting document or sample if available.,Waiting Supplier
d95a8aaf-217e-40dc-bf82-5c487a5d1d78,jondo,Finance & Billing,Invoice consolidation process,"What we need
Please explain how invoices are consolidated and linked to orders, including product cost, shipping, credits, compensation and specific agreements.

Why this matters
Finance needs order-level reconciliation and visibility on compensation.

Example / expected format
Invoice line includes order ID, SKU, product cost, shipping cost, discount, credit note reference and compensation reason.","Invoice line includes order ID, SKU, product cost, shipping cost, discount, credit note reference and compensation reason.",Attach supporting document or sample if available.,Waiting Supplier
912d1974-ba90-44ac-8ee6-882593ccf1c2,shineon,Finance & Billing,Invoice consolidation process,"What we need
Please explain how invoices are consolidated and linked to orders, including product cost, shipping, credits, compensation and specific agreements.

Why this matters
Finance needs order-level reconciliation and visibility on compensation.

Example / expected format
Invoice line includes order ID, SKU, product cost, shipping cost, discount, credit note reference and compensation reason.","Invoice line includes order ID, SKU, product cost, shipping cost, discount, credit note reference and compensation reason.",Attach supporting document or sample if available.,Waiting Supplier
63504a34-3464-439a-96fc-63cc3d93d9d5,jondo,Finance & Billing,Compensation and credit note process,"What we need
Please explain how compensation and credit notes are created, approved and reconciled with invoices.

Why this matters
Compensation must be traceable and not managed manually outside finance records.

Example / expected format
SLA breach approved → credit note created monthly → credit note linked to order IDs → deducted from next invoice.",SLA breach approved → credit note created monthly → credit note linked to order IDs → deducted from next invoice.,Attach supporting document or sample if available.,Waiting Supplier
84b4b00e-6602-4482-b2d4-f98f8a51d969,shineon,Finance & Billing,Compensation and credit note process,"What we need
Please explain how compensation and credit notes are created, approved and reconciled with invoices.

Why this matters
Compensation must be traceable and not managed manually outside finance records.

Example / expected format
SLA breach approved → credit note created monthly → credit note linked to order IDs → deducted from next invoice.",SLA breach approved → credit note created monthly → credit note linked to order IDs → deducted from next invoice.,Attach supporting document or sample if available.,Waiting Supplier
01fac371-1a11-4e13-abe4-13793b028d71,jondo,Finance & Billing,Payment terms and finance contacts,"What we need
Please provide payment terms, finance contacts and billing calendar.

Why this matters
Clear finance ownership avoids payment and reconciliation delays.

Example / expected format
Payment terms: Net 30. Invoice sent weekly/monthly. Finance contact: name/email. Dispute window: X days.",Payment terms: Net 30. Invoice sent weekly/monthly. Finance contact: name/email. Dispute window: X days.,Attach supporting document or sample if available.,Waiting Supplier
c7acaa59-dac3-4658-b1aa-584aa8ad090b,shineon,Finance & Billing,Payment terms and finance contacts,"What we need
Please provide payment terms, finance contacts and billing calendar.

Why this matters
Clear finance ownership avoids payment and reconciliation delays.

Example / expected format
Payment terms: Net 30. Invoice sent weekly/monthly. Finance contact: name/email. Dispute window: X days.",Payment terms: Net 30. Invoice sent weekly/monthly. Finance contact: name/email. Dispute window: X days.,Attach supporting document or sample if available.,Waiting Supplier
